id,question,cypher_query,sql_query_2,sql_query_3
96,"哪些微生物群关联于生猪饲养效率，在""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""条件下Pvalue在0.2与0.21之间？这些微生物产生的代谢物和哪些基因的表达量有关？hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:Microbiota)-[r:ASSOCIATED_WITH]->(o) where r.pvalue>0.2 and r.pvalue<0.21 AND r.condition='""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""' return s.name,r","Select Distinct gene_symbol,relationship from has_expression_change_results_by_metabolite hecrbm join gutmgene.gut_microbiota_metabolite_generation_results gmmgr where hecrbm.`index` = gmmgr.`index` and relationship in ('Eubacteriaceae','Moraxellaceae','Acinetobacter','Anaeroplasma','Cellulosilyticum','Eubacterium')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2','BAX','CASP3','Prkaa2','Prkaa1') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like'%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
97,"哪些微生物群关联于生猪饲养效率，在""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""条件下Pvalue在0.2与0.21之间？这些微生物产生的代谢物和哪些基因的表达量有关？hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:Microbiota)-[r:ASSOCIATED_WITH]->(o) where r.pvalue>0.2 and r.pvalue<0.21 AND r.condition='""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""' return s.name,r","Select Distinct gene_symbol,relationship from has_expression_change_results_by_metabolite hecrbm join gutmgene.gut_microbiota_metabolite_generation_results gmmgr where hecrbm.`index` = gmmgr.`index` and relationship in ('Eubacteriaceae','Moraxellaceae','Acinetobacter','Anaeroplasma','Cellulosilyticum','Eubacterium')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2','BAX','CASP3','Prkaa2','Prkaa1') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%')"
98,"哪些微生物群关联于生猪饲养效率，在""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""条件下Pvalue在0.2与0.21之间？这些微生物产生的代谢物和哪些基因的表达量有关？hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:Microbiota)-[r:ASSOCIATED_WITH]->(o) where r.pvalue>0.2 and r.pvalue<0.21 AND r.condition='""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""' return s.name,r","Select Distinct gene_symbol,relationship from has_expression_change_results_by_metabolite hecrbm join gutmgene.gut_microbiota_metabolite_generation_results gmmgr where hecrbm.`index` = gmmgr.`index` and relationship in ('Eubacteriaceae','Moraxellaceae','Acinetobacter','Anaeroplasma','Cellulosilyticum','Eubacterium')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2','BAX','CASP3','Prkaa2','Prkaa1') and (pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
99,"哪些微生物群关联于生猪饲养效率，在""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""条件下Pvalue在0.2与0.21之间？这些微生物产生的代谢物和哪些基因的表达量有关？hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:Microbiota)-[r:ASSOCIATED_WITH]->(o) where r.pvalue>0.2 and r.pvalue<0.21 AND r.condition='""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""' return s.name,r","Select Distinct gene_symbol,relationship from has_expression_change_results_by_metabolite hecrbm join gutmgene.gut_microbiota_metabolite_generation_results gmmgr where hecrbm.`index` = gmmgr.`index` and relationship in ('Eubacteriaceae','Moraxellaceae','Acinetobacter','Anaeroplasma','Cellulosilyticum','Eubacterium')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2','BAX','CASP3','Prkaa2','Prkaa1') and (pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
100,"哪些微生物群关联于生猪饲养效率，在""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""条件下Pvalue在0.2与0.21之间？这些微生物产生的代谢物和哪些基因的表达量有关？hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:Microbiota)-[r:ASSOCIATED_WITH]->(o) where r.pvalue>0.2 and r.pvalue<0.21 AND r.condition='""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""' return s.name,r","Select Distinct gene_symbol,relationship from has_expression_change_results_by_metabolite hecrbm join gutmgene.gut_microbiota_metabolite_generation_results gmmgr where hecrbm.`index` = gmmgr.`index` and relationship in ('Eubacteriaceae','Moraxellaceae','Acinetobacter','Anaeroplasma','Cellulosilyticum','Eubacterium')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2','BAX','CASP3','Prkaa2','Prkaa1') and (pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
101,给ketogenic diet食物导致肠道微生物丰度上升的微生物有哪些?哪些基因的表达能够减少这些微生物的数量?这些基因的代谢通路是什么?,Select microbiota_name from gutmdisorder.food_gut_microbiota_change_results fgmcr join relationship.has_abundance_change_results_by_food hacrbf where hacrbf.index = fgmcr.index and fgmcr.Alteration = 'increase' and relationship = 'ketogenic diet',"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.index = gmgcr.index and gmgcr.Alteration = 'decrease' and relationship in ('Bacteroides','Prevotella')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2' ,'Gcg' ,'Cyp7a1' ,'Sirpa' ,'Cpt1b')"
102,给ketogenic diet食物导致肠道微生物丰度上升的微生物有哪些?哪些基因的表达能够增加这些微生物的数量?这些基因的代谢通路是什么?,Select microbiota_name from gutmdisorder.food_gut_microbiota_change_results fgmcr join relationship.has_abundance_change_results_by_food hacrbf where hacrbf.index = fgmcr.index and fgmcr.Alteration = 'increase' and relationship = 'ketogenic diet',"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.index = gmgcr.index and gmgcr.Alteration = 'increase' and relationship in ('Bacteroides','Prevotella')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BAX' ,'CASP3' ,'Nr1h4' ,'Fgf15' ,'Fgfr4','Fas')"
103,给soluble corn fiber食物导致肠道微生物丰度上升的微生物有哪些?哪些基因的表达能够减少这些微生物的数量?这些基因的代谢通路是什么?,Select microbiota_name from gutmdisorder.food_gut_microbiota_change_results fgmcr join relationship.has_abundance_change_results_by_food hacrbf where hacrbf.index = fgmcr.index and fgmcr.Alteration = 'increase' and relationship = 'soluble corn fiber',"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.index = gmgcr.index and gmgcr.Alteration = 'decrease' and relationship in ('Faecalibacterium','Lactobacillus','Faecalibacterium prausnitzii','Clostridiaceae','Veillonellaceae','Phascolarctobacterium','Dialister','Lactobacillaceae','Alcaligenaceae','Roseburia sp.','Parabacteroides','Clostridium','Clostridiaceae SMB53')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('IL12B', 'IL12A', 'NFKB1', 'CXCL8', 'IFNG', 'Gcg', 'HDAC3', 'Cd40', 'Il6', 'Il4', 'Ffar2', 'Pparg', 'Arnt', 'Onecut1', 'Stat3', 'Sox11', 'Relb', 'Gata4', 'Cdx2', 'Ets2', 'Hnf1b', 'Ppargc1a', 'Notch1', 'Ahr', 'Irf6', 'Sin3a', 'Brd7', 'Tcf4', 'Mybl2', 'Mtpn', 'Esr1', 'Foxm1', 'E2f2', 'E2f3', 'Zbtb17', 'Bmi1', 'Mta1', 'Phf1', 'Foxa1', 'Smad2', 'Smad3', 'Smad4', 'Tfdp1', 'Pgr', 'Clock', 'Hey1', 'Ppara', 'Cdx1', 'Hif1a', 'Yy1', 'Hic1', 'Lef1', 'Myc', 'Fos', 'Tfap2c', 'Stat1', 'Klf5', 'Ezh2', 'Elp1', 'Creb1', 'Nfya', 'E2f1', 'Hnf1a', 'Nfe2l2', 'Gli1', 'Neurog3', 'Fli1', 'Ctnnb1', 'Egr1', 'Ep300', 'Pdx1', 'Plag1', 'Mnt', 'Tnf', 'Srebf1', 'Fas', 'Srebf2', 'Hmgcr')"
104,给soluble corn fiber食物导致肠道微生物丰度上升的微生物有哪些?哪些基因的表达能够增加这些微生物的数量?这些基因的代谢通路是什么?,Select microbiota_name from gutmdisorder.food_gut_microbiota_change_results fgmcr join relationship.has_abundance_change_results_by_food hacrbf where hacrbf.index = fgmcr.index and fgmcr.Alteration = 'increase' and relationship = 'soluble corn fiber',"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.index = gmgcr.index and gmgcr.Alteration = 'increase' and relationship in ('Faecalibacterium','Lactobacillus','Faecalibacterium prausnitzii','Clostridiaceae','Veillonellaceae','Phascolarctobacterium','Dialister','Lactobacillaceae','Alcaligenaceae','Roseburia sp.','Parabacteroides','Clostridium','Clostridiaceae SMB53')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('IL10', 'TGFB1', 'FOXP3', 'IL22', 'MAPK14', 'Prkaa2', 'Prkaa1', 'Tjp1', 'Il6', 'Tnf', 'Il1b', 'Nos2', 'Chrm2', 'Tlr2', 'Ffar3', 'Ffar2', 'Nfkb1', 'Hcar2', 'Angptl4', 'Hdac3', 'Hdac5', 'Mtdh', 'Pias2', 'Gfi1', 'Dbp', 'Atf3', 'Fbxw7', 'Nacc', 'Hdac1', 'Rbl1', 'Zeb1', 'Zeb2', 'Rnf2', 'Vhl', 'Trp53', 'Nr3c1', 'Pttg1', 'Trp73', 'Rb1', 'Foxo4', 'Taf4', 'Lyl1', 'Crem', 'Trp63', 'Foxo1', 'Klf2', 'Tob1', 'Tcf3', 'Stat4', 'Bcl6', 'Arg1')"
105,给resistant starch食物导致肠道微生物丰度上升的微生物有哪些?哪些基因的表达能够减少这些微生物的数量?这些基因的代谢通路是什么?,Select microbiota_name from gutmdisorder.food_gut_microbiota_change_results fgmcr join relationship.has_abundance_change_results_by_food hacrbf where hacrbf.index = fgmcr.index and fgmcr.Alteration = 'increase' and relationship = 'resistant starch',"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.index = gmgcr.index and gmgcr.Alteration = 'decrease' and relationship in ('Ruminococcus','Roseburia','Faecalibacterium','prausnitzii','Prevotellaceae','Akkermansia muciniphila','Eubacterium rectale','Roseburia faecis','Bacteroidetes','Lactobacillus','Allobaculum')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('DUOX2' ,'CXCL6' ,'IL12B' ,'IL12A' ,'NR1H4','C5AR1','CXCR2','TNF','CCL3','Cd40','Il6','Il12b','Pdcd1lg2','Cd86','Cd40','Ffar2','Pparg','Skil','Neurod1','Sox2','Gata3','Cebpb','Stat5b','Klf15','Meox2','Sox9','Smad7','Stat5a','Sqstm1','Vdr','Nr5a1','Rest','Gabpa','Ddit3','Nrf1','Nr4a1','Nr1i2','Hic1','Epas1','Arntl','Cdkn2a','Notch1','Notch2','Notch3','Notch4','Atf4','Brca1','Hnf4a','Tbx2','Nupr1','Mnt','Plag1','Pdx1','Ep300','Egr1','Ctnnb1','Fli1','Neurog3','Gli1','Nkx2-3','Hnf1a','Ezh2','Klf5','Stat1','Tfap2c','Fos','Myc','Lef1')"
106,给resistant starch食物导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够增加这些微生物的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Ruminococcus','Roseburia','Faecalibacterium','prausnitzii','Prevotellaceae','Akkermansia muciniphila','Eubacterium rectale','Roseburia faecis','Bacteroidetes','Lactobacillus','Allobaculum')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('IL10', 'GLP1R', 'IL22', 'MAPK14', 'CLGN', 'CLDN4', 'TJP2', 'TJP3', 'TLR2', 'TLR4', 'Tjp1', 'Ffar3', 'Ffar2', 'Nfkb1', 'Hcar2', 'Foxp3', 'Gcg', 'Hdac3', 'Angptl4', 'Hdac5', 'Sim1', 'Stat6', 'Ptf1a', 'Rara', 'Arnt2', 'Isl1', 'Nr3c1', 'Trim24', 'Kdm5b', 'Rela', 'Nfkbia', 'Tonsl', 'Foxo3', 'Gata2', 'Crebbp', 'Bach1', 'Jun', 'Esr2', 'Ifi204', 'Lyl1', 'Ruvbl1', 'Taf4', 'Foxo4', 'Rb1', 'Trp73', 'Hic1', 'Pttg1', 'Trp53', 'Yy1', 'Hif1a', 'Vhl', 'Epas1', 'Arntl', 'Cdkn2a', 'Hnf4a', 'Egr1', 'Stat4', 'Tcf3', 'Tob1', 'Klf2', 'Trp63', 'E2f1', 'Nfya', 'Creb1', 'Elp1', 'Crem', 'Arg1')"
107,给ketogenic low carbohydrate high fat diet食物导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够减少这些微生物的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Bacteroides','Dorea sp.')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2' ,'Gcg' ,'Cyp7a1' ,'Sirpa' ,'Cpt1b')"
108,给ketogenic low carbohydrate high fat diet食物导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够增加这些微生物的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Bacteroides','Dorea sp.')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BAX' ,'CASP3' ,'Nr1h4' ,'Fgf15' ,'Fgfr4','Fas')"
109,给dietary resistant starch type 4食物导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够减少这些微生物的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Bacteroides','Ruminococcus','Parabacteroides','Blautia','Oscillospira','Eubacterium','Christensenella')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2' ,'Gcg' ,'Cyp7a1' ,'Sirpa' ,'Cpt1b')"
110,给dietary resistant starch type 4食物导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够增加这些微生物的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Bacteroides','Ruminococcus','Parabacteroides','Blautia','Oscillospira','Eubacterium','Christensenella')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BAX', 'CASP3', 'Prkaa2', 'Prkaa1', 'Tjp1', 'Nr1h4', 'Fgf15', 'Fgfr4', 'Fas')"
111,给phenolic compounds from red wine and coffee食物导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够减少这些微生物的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Bacteroides','Lactobacillus','Clostridium','Lactococcus')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2' ,'Gcg' ,'Cyp7a1' ,'Sirpa' ,'Cpt1b','Srebf1','Fas','Srebf2','Hmgcr')"
112,给phenolic compounds from red wine and coffee食物导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够增加这些微生物的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Bacteroides','Lactobacillus','Clostridium','Lactococcus')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('IL22', 'MAPK14', 'BAX', 'CASP3', 'Prkaa2', 'Prkaa1', 'Tjp1', 'Il6', 'Tnf', 'Il1b', 'Nos2', 'Chrm2', 'Tlr2', 'Nr1h4', 'Fgf15', 'Fgfr4', 'Fas', 'Arg1')"
113,给carbohydrates食物导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够减少这些微生物的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Bifidobacterium')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2')"
114,给carbohydrates食物导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够增加这些微生物的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Bifidobacterium')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BAX' ,'CASP3' ,'Ido1' )"
115,给sea buckthorn protein食物导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够增加这些微生物的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Bifidobacterium','Lactobacillus','Bacteroides','Clostridium coccoides')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('IL22' ,'MAPK14' ,'BAX', 'CASP3','Tjp1','Nr1h4','Fgf15','Fgfr4','Fas','Arg1','Ido1')"
116,给sea buckthorn protein食物导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够这些微生物的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Bifidobacterium','Lactobacillus','Bacteroides','Clostridium coccoides')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ( 'BCL2','Gcg','Cyp7a1','Sirpa','Cpt1b')"
117,给high caloric diet食物导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够减少这些微生物的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Bacteroidaceae','Peptostreptococcaceae','Erysipelotrichaceae')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('Cyp7a1' ,'Sirpa' ,'Cpt1b')"
118,给high caloric diet食物导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够增加这些微生物的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Bacteroidaceae','Peptostreptococcaceae','Erysipelotrichaceae')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('Nr1h4' ,'Fgf15' ,'Fgfr4','Fas')"
119,使用药物Synbiotic导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够增加这些微生物群的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Prevotella_9','Bifidobacterium','Enterococcus','Bifidobacterium','Firmicutes','Bacteroides','Lactobacillus','Lachnospira','Streptococcus','Acinetobacter','Escherichia/Shigella sp.','Klebsiella','Lactococcus','Rothia','Enterobacter','Corynebacterium','Weissella','Citrobacter','Propionibacterium','Bacteria','Diaphorobacter')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('FOS' ,'MAPK3' ,'MAPK1' ,'JUN' ,'IL22','MAPK14','BAX','CASP3','TLR2','Tjp1','Nr1h4','Fgf15','Fgfr4','Fas','Ffar3','Ffar2','Nfkb1','Arg1','Ido1')"
120,使用药物Synbiotic导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够减少这些微生物群的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Prevotella_9','Bifidobacterium','Enterococcus','Bifidobacterium','Firmicutes','Bacteroides','Lactobacillus','Lachnospira','Streptococcus','Acinetobacter','Escherichia/Shigella sp.','Klebsiella','Lactococcus','Rothia','Enterobacter','Corynebacterium','Weissella','Citrobacter','Propionibacterium','Bacteria','Diaphorobacter')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('CXCL6', 'CCL20', 'BCL2', 'Gcg', 'Cyp7a1', 'Sirpa', 'Cpt1b', 'Pdcd1lg2', 'Cd86', 'Cd40', 'Il6', 'Il12b')"
121,使用药物Infliximab导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够增加这些微生物群的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Enterobacteriaceae', 'Enterococcus', 'Streptococcus', 'Veillonella', 'Klebsiella', 'Streptococcaceae', 'Actinomyces', 'Enterococcaceae', 'Actinomycetaceae', 'Planococcaceae')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BAX', 'CASP3', 'Slco4c1', 'Tnf', 'Ccl2', 'Tgfb1', 'Fn1', 'Col1a1')"
122,使用药物Infliximab导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够减少这些微生物群的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Enterobacteriaceae', 'Enterococcus', 'Streptococcus', 'Veillonella', 'Klebsiella', 'Streptococcaceae', 'Actinomyces', 'Enterococcaceae', 'Actinomycetaceae', 'Planococcaceae')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('CXCL6', 'CCL20', 'BCL2')"
123,使用药物Vitamin A导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够增加这些微生物群的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Bacteroides', 'Bacteroidetes', 'Prevotella')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('GLP1R', 'BAX', 'CASP3', 'Nr1h4', 'Fgf15', 'Fgfr4', 'Fas', 'Ffar3', 'Ffar2', 'Nfkb1', 'Gcg')"
124,使用药物Vitamin A导致肠道微生物丰度上升的微生物有哪些？哪些基因的表达能够减少这些微生物群的数量？这些基因的代谢通路是什么？,,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Bacteroides', 'Bacteroidetes', 'Prevotella')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('NR1H4', 'BCL2', 'C5AR1', 'CXCR2', 'TNF', 'CCL3', 'Gcg', 'Cyp7a1', 'Sirpa', 'Cpt1b', 'Pdcd1lg2', 'Cd86', 'Cd40', 'Il6', 'Il12b')"
